"","Channel 7 Last (C)"
"00:18:50","33.324"
"00:19:00","33.369"
"00:19:10","33.447"
"00:19:20","33.450"
"00:19:30","33.485"
"00:19:40","33.539"
"00:19:50","33.590"
"00:20:00","33.623"
"00:20:10","33.633"
"00:20:20","33.627"
"00:20:30","33.636"
"00:20:40","33.636"
"00:20:50","33.677"
"00:21:00","33.736"
"00:21:10","33.750"
"00:21:20","33.762"
"00:21:30","33.804"
"00:21:40","33.850"
"00:21:50","33.870"
"00:22:00","33.903"
"00:22:10","33.927"
"00:22:20","33.930"
"00:22:30","33.955"
"00:22:40","33.962"
"00:22:50","33.982"
"00:23:00","33.990"
"00:23:10","33.990"
"00:23:20","34.014"
"00:23:30","34.032"
"00:23:40","34.054"
"00:23:50","34.103"
"00:24:00","34.104"
"00:24:10","34.137"
"00:24:20","34.171"
"00:24:30","34.190"
"00:24:40","34.224"
"00:24:50","34.236"
"00:25:00","34.218"
"00:25:10","34.238"
"00:25:20","34.297"
"00:25:30","34.344"
"00:25:40","34.370"
"00:25:50","34.375"
"00:26:00","34.429"
"00:26:10","34.458"
"00:26:20","34.465"
"00:26:30","34.456"
"00:26:40","34.425"
"00:26:50","34.424"
"00:27:00","34.495"
"00:27:10","34.492"
"00:27:20","34.540"
"00:27:30","34.553"
"00:27:40","34.606"
"00:27:50","34.579"
"00:28:00","34.602"
"00:28:10","34.627"
"00:28:20","34.652"
"00:28:30","34.692"
"00:28:40","34.699"
"00:28:50","34.768"
"00:29:00","34.752"
"00:29:10","34.766"
"00:29:20","34.775"
"00:29:30","34.801"
"00:29:40","34.818"
"00:29:50","34.808"
"00:30:00","34.839"
"00:30:10","34.865"
"00:30:20","34.858"
"00:30:30","34.890"
"00:30:40","34.845"
"00:30:50","34.826"
"00:31:00","34.874"
"00:31:10","34.935"
"00:31:20","34.954"
"00:31:30","34.939"
"00:31:40","34.953"
"00:31:50","34.968"
"00:32:00","35.001"
"00:32:10","35.011"
"00:32:20","35.030"
"00:32:30","35.042"
"00:32:40","35.031"
"00:32:50","35.054"
"00:33:00","35.030"
"00:33:10","34.992"
"00:33:20","35.008"
"00:33:30","35.044"
"00:33:40","35.066"
"00:33:50","35.078"
"00:34:00","35.091"
"00:34:10","35.155"
"00:34:20","35.184"
"00:34:30","35.184"
"00:34:40","35.188"
"00:34:50","35.133"
"00:35:00","35.120"
"00:35:10","35.155"
"00:35:20","35.164"
"00:35:30","35.157"
"00:35:40","35.186"
"00:35:50","35.215"
"00:36:00","35.236"
"00:36:10","35.240"
"00:36:20","35.241"
"00:36:30","35.294"
"00:36:40","35.313"
"00:36:50","35.248"
"00:37:00","35.269"
"00:37:10","35.267"
"00:37:20","35.274"
"00:37:30","35.275"
"00:37:40","35.252"
"00:37:50","35.225"
"00:38:00","35.254"
"00:38:10","35.237"
"00:38:20","35.220"
"00:38:30","35.161"
"00:38:40","35.192"
"00:38:50","35.190"
"00:39:00","35.172"
"00:39:10","35.123"
"00:39:20","35.118"
"00:39:30","35.115"
"00:39:40","35.078"
"00:39:50","35.063"
"00:40:00","35.015"
"00:40:10","35.000"
"00:40:20","34.983"
"00:40:30","34.957"
"00:40:40","34.919"
"00:40:50","34.885"
"00:41:00","34.849"
"00:41:10","34.791"
"00:41:20","34.775"
"00:41:30","34.754"
"00:41:40","34.697"
"00:41:50","34.621"
"00:42:00","34.567"
"00:42:10","34.527"
"00:42:20","34.444"
"00:42:30","34.372"
"00:42:40","34.362"
"00:42:50","34.338"
"00:43:00","34.315"
"00:43:10","34.233"
"00:43:20","34.167"
"00:43:30","34.123"
"00:43:40","34.092"
"00:43:50","34.038"
"00:44:00","33.987"
"00:44:10","33.956"
"00:44:20","33.891"
"00:44:30","33.803"
"00:44:40","33.753"
"00:44:50","33.694"
"00:45:00","33.611"
"00:45:10","33.604"
"00:45:20","33.541"
"00:45:30","33.477"
"00:45:40","33.413"
"00:45:50","33.334"
"00:46:00","33.258"
"00:46:10","33.199"
"00:46:20","33.136"
"00:46:30","33.082"
"00:46:40","32.909"
"00:46:50","32.660"
"00:47:00","32.580"
"00:47:10","32.527"
"00:47:20","32.419"
"00:47:30","32.368"
"00:47:40","32.294"
"00:47:50","32.255"
"00:48:00","32.226"
"00:48:10","32.209"
"00:48:20","32.173"
"00:48:30","32.128"
"00:48:40","32.001"
"00:48:50","31.947"
"00:49:00","31.873"
"00:49:10","31.842"
"00:49:20","31.795"
"00:49:30","31.804"
"00:49:40","31.778"
"00:49:50","31.746"
"00:50:00","31.698"
"00:50:10","31.628"
"00:50:20","31.536"
"00:50:30","31.408"
"00:50:40","31.358"
"00:50:50","31.273"
"00:51:00","31.216"
"00:51:10","31.169"
"00:51:20","31.111"
"00:51:30","31.129"
"00:51:40","31.101"
"00:51:50","31.074"
"00:52:00","31.002"
"00:52:10","30.946"
"00:52:20","30.896"
"00:52:30","30.901"
"00:52:40","30.896"
"00:52:50","30.843"
"00:53:00","30.790"
"00:53:10","30.771"
"00:53:20","30.728"
"00:53:30","30.675"
"00:53:40","30.639"
"00:53:50","30.591"
"00:54:00","30.581"
"00:54:10","30.578"
"00:54:20","30.533"
"00:54:30","30.505"
"00:54:40","30.493"
"00:54:50","30.485"
"00:55:00","30.490"
"00:55:10","30.493"
"00:55:20","30.462"
"00:55:30","30.403"
"00:55:40","30.370"
"00:55:50","30.320"
"00:56:00","30.281"
"00:56:10","30.247"
"00:56:20","30.258"
"00:56:30","30.252"
"00:56:40","30.214"
"00:56:50","30.180"
"00:57:00","30.109"
"00:57:10","30.048"
"00:57:20","30.072"
"00:57:30","30.063"
"00:57:40","30.009"
"00:57:50","29.957"
"00:58:00","29.956"
"00:58:10","29.965"
"00:58:20","29.946"
"00:58:30","29.899"
"00:58:40","29.856"
"00:58:50","29.806"
"00:59:00","29.776"
"00:59:10","29.761"
"00:59:20","29.726"
"00:59:30","29.751"
"00:59:40","29.719"
"00:59:50","29.689"
"01:00:00","29.654"
"01:00:10","29.645"
"01:00:20","29.605"
"01:00:30","29.562"
"01:00:40","29.530"
"01:00:50","29.505"
"01:01:00","29.530"
"01:01:10","29.517"
"01:01:20","29.500"
"01:01:30","29.461"
"01:01:40","29.412"
"01:01:50","29.399"
"01:02:00","29.365"
"01:02:10","29.333"
"01:02:20","29.327"
"01:02:30","29.319"
"01:02:40","29.323"
"01:02:50","29.304"
"01:03:00","29.314"
"01:03:10","29.345"
"01:03:20","29.334"
"01:03:30","29.320"
"01:03:40","29.311"
"01:03:50","29.314"
"01:04:00","29.255"
"01:04:10","29.267"
"01:04:20","29.258"
"01:04:30","29.222"
"01:04:40","29.170"
"01:04:50","29.163"
"01:05:00","29.165"
"01:05:10","29.166"
"01:05:20","29.117"
"01:05:30","29.077"
"01:05:40","29.070"
"01:05:50","29.066"
"01:06:00","29.076"
"01:06:10","29.057"
"01:06:20","29.024"
"01:06:30","29.033"
"01:06:40","28.994"
"01:06:50","28.976"
"01:07:00","28.964"
"01:07:10","28.904"
"01:07:20","28.881"
"01:07:30","28.885"
"01:07:40","28.899"
"01:07:50","28.830"
"01:08:00","28.785"
"01:08:10","28.764"
"01:08:20","28.752"
"01:08:30","28.740"
"01:08:40","28.754"
"01:08:50","28.731"
"01:09:00","28.716"
"01:09:10","28.711"
"01:09:20","28.682"
"01:09:30","28.663"
"01:09:40","28.634"
"01:09:50","28.622"
"01:10:00","28.626"
"01:10:10","28.579"
"01:10:20","28.565"
"01:10:30","28.541"
"01:10:40","28.526"
"01:10:50","28.543"
"01:11:00","28.508"
"01:11:10","28.503"
"01:11:20","28.465"
"01:11:30","28.477"
"01:11:40","28.452"
"01:11:50","28.421"
"01:12:00","28.390"
"01:12:10","28.373"
"01:12:20","28.344"
"01:12:30","28.313"
"01:12:40","28.299"
"01:12:50","28.311"
"01:13:00","28.316"
"01:13:10","28.314"
"01:13:20","28.284"
"01:13:30","28.247"
"01:13:40","28.246"
"01:13:50","28.225"
"01:14:00","28.200"
"01:14:10","28.159"
"01:14:20","28.143"
"01:14:30","28.122"
"01:14:40","28.083"
"01:14:50","28.093"
"01:15:00","28.084"
"01:15:10","28.043"
"01:15:20","28.052"
"01:15:30","28.030"
"01:15:40","27.995"
"01:15:50","27.967"
"01:16:00","27.951"
"01:16:10","27.928"
"01:16:20","27.906"
"01:16:30","27.872"
"01:16:40","27.878"
"01:16:50","27.865"
"01:17:00","27.878"
"01:17:10","27.880"
"01:17:20","27.900"
"01:17:30","27.857"
"01:17:40","27.849"
"01:17:50","27.861"
"01:18:00","27.816"
"01:18:10","27.810"
"01:18:20","27.787"
"01:18:30","27.757"
"01:18:40","27.752"
"01:18:50","27.705"
"01:19:00","27.723"
"01:19:10","27.713"
"01:19:20","27.678"
"01:19:30","27.622"
"01:19:40","27.615"
"01:19:50","27.642"
"01:20:00","27.643"
"01:20:10","27.616"
"01:20:20","27.563"
"01:20:30","27.541"
"01:20:40","27.536"
"01:20:50","27.509"
"01:21:00","27.495"
"01:21:10","27.509"
"01:21:20","27.529"
"01:21:30","27.516"
"01:21:40","27.488"
"01:21:50","27.476"
"01:22:00","27.442"
"01:22:10","27.440"
"01:22:20","27.420"
"01:22:30","27.427"
"01:22:40","27.407"
"01:22:50","27.360"
"01:23:00","27.348"
"01:23:10","27.349"
"01:23:20","27.302"
"01:23:30","27.294"
"01:23:40","27.294"
"01:23:50","27.286"
"01:24:00","27.237"
"01:24:10","27.223"
"01:24:20","27.235"
"01:24:30","27.229"
"01:24:40","27.198"
"01:24:50","27.207"
"01:25:00","27.227"
"01:25:10","27.187"
"01:25:20","27.151"
"01:25:30","27.083"
"01:25:40","27.047"
"01:25:50","27.032"
"01:26:00","27.016"
"01:26:10","26.997"
"01:26:20","26.986"
"01:26:30","26.988"
"01:26:40","26.963"
"01:26:50","26.949"
"01:27:00","26.907"
"01:27:10","26.927"
"01:27:20","26.933"
"01:27:30","26.911"
"01:27:40","26.885"
"01:27:50","26.847"
"01:28:00","26.848"
"01:28:10","26.844"
"01:28:20","26.813"
"01:28:30","26.798"
"01:28:40","26.801"
"01:28:50","26.770"
"01:29:00","26.768"
"01:29:10","26.789"
"01:29:20","26.783"
"01:29:30","26.752"
"01:29:40","26.717"
"01:29:50","26.697"
"01:30:00","26.713"
"01:30:10","26.703"
"01:30:20","26.701"
"01:30:30","26.666"
"01:30:40","26.645"
"01:30:50","26.630"
"01:31:00","26.606"
"01:31:10","26.640"
"01:31:20","26.630"
"01:31:30","26.624"
"01:31:40","26.602"
"01:31:50","26.555"
"01:32:00","26.526"
"01:32:10","26.511"
"01:32:20","26.477"
"01:32:30","26.482"
"01:32:40","26.484"
"01:32:50","26.455"
"01:33:00","26.453"
"01:33:10","26.442"
"01:33:20","26.428"
"01:33:30","26.426"
"01:33:40","26.384"
"01:33:50","26.363"
"01:34:00","26.339"
"01:34:10","26.316"
"01:34:20","26.315"
"01:34:30","26.302"
"01:34:40","26.299"
"01:34:50","26.300"
"01:35:00","26.272"
"01:35:10","26.254"
"01:35:20","26.232"
"01:35:30","26.201"
"01:35:40","26.203"
"01:35:50","26.194"
"01:36:00","26.202"
"01:36:10","26.185"
"01:36:20","26.180"
"01:36:30","26.148"
"01:36:40","26.149"
"01:36:50","26.112"
"01:37:00","26.102"
"01:37:10","26.105"
"01:37:20","26.101"
"01:37:30","26.119"
"01:37:40","26.109"
"01:37:50","26.086"
"01:38:00","26.074"
"01:38:10","26.066"
"01:38:20","26.037"
"01:38:30","26.027"
"01:38:40","26.006"
"01:38:50","25.993"
"01:39:00","25.978"
"01:39:10","25.980"
"01:39:20","25.988"
"01:39:30","25.933"
"01:39:40","25.906"
"01:39:50","25.911"
"01:40:00","25.912"
"01:40:10","25.893"
"01:40:20","25.865"
"01:40:30","25.860"
"01:40:40","25.847"
"01:40:50","25.832"
"01:41:00","25.819"
"01:41:10","25.805"
"01:41:20","25.791"
"01:41:30","25.791"
"01:41:40","25.767"
"01:41:50","25.759"
"01:42:00","25.739"
"01:42:10","25.727"
"01:42:20","25.691"
"01:42:30","25.658"
"01:42:40","25.663"
"01:42:50","25.670"
"01:43:00","25.667"
"01:43:10","25.641"
"01:43:20","25.646"
"01:43:30","25.658"
"01:43:40","25.650"
"01:43:50","25.618"
"01:44:00","25.591"
"01:44:10","25.603"
"01:44:20","25.583"
"01:44:30","25.567"
"01:44:40","25.559"
"01:44:50","25.549"
"01:45:00","25.536"
"01:45:10","25.537"
"01:45:20","25.543"
"01:45:30","25.514"
"01:45:40","25.511"
"01:45:50","25.484"
"01:46:00","25.495"
"01:46:10","25.490"
"01:46:20","25.446"
"01:46:30","25.436"
"01:46:40","25.426"
"01:46:50","25.443"
"01:47:00","25.422"
"01:47:10","25.404"
"01:47:20","25.406"
"01:47:30","25.383"
"01:47:40","25.392"
"01:47:50","25.368"
"01:48:00","25.346"
"01:48:10","25.335"
"01:48:20","25.321"
"01:48:30","25.310"
"01:48:40","25.293"
"01:48:50","25.262"
"01:49:00","25.253"
"01:49:10","25.261"
"01:49:20","25.252"
"01:49:30",""
"01:49:40",""
"01:49:50",""
"01:50:00",""
"01:50:10",""
"01:50:20",""
"01:50:30",""
"01:50:40",""
"01:50:50",""
"01:51:00",""
"01:51:10",""
"01:51:20",""
"01:51:30",""
"01:51:40",""
"01:51:50",""
"01:52:00",""
"01:52:10",""
"01:52:20",""
"01:52:30",""
"01:52:40",""
"01:52:50",""
"01:53:00",""
"01:53:10",""
"01:53:20",""
"01:53:30",""
"01:53:40",""
"01:53:50",""
"01:54:00",""
"01:54:10",""
"01:54:20",""
"01:54:30",""
"01:54:40",""
"01:54:50",""
"01:55:00",""
"01:55:10",""
"01:55:20",""
"01:55:30",""
"01:55:40",""
"01:55:50",""
"01:56:00",""
"01:56:10",""
"01:56:20",""
"01:56:30",""
"01:56:40",""
"01:56:50",""
"01:57:00",""
"01:57:10",""
"01:57:20",""
"01:57:30",""
"01:57:40",""
"01:57:50",""
"01:58:00",""
"01:58:10",""
"01:58:20",""
"01:58:30",""
"01:58:40",""
"01:58:50",""
"01:59:00",""
"01:59:10",""
"01:59:20",""
"01:59:30",""
"01:59:40",""
"01:59:50",""
"02:00:00",""
"02:00:10",""
"02:00:20",""
"02:00:30",""
"02:00:40",""
"02:00:50",""
"02:01:00",""
"02:01:10",""
"02:01:20",""
"02:01:30",""
"02:01:40",""
"02:01:50",""
"02:02:00",""
"02:02:10",""
"02:02:20",""
"02:02:30",""
"02:02:40",""
"02:02:50",""
"02:03:00",""
"02:03:10",""
"02:03:20",""
"02:03:30",""
"02:03:40",""
"02:03:50",""
"02:04:00",""
"02:04:10",""
"02:04:20",""
"02:04:30",""
"02:04:40",""
"02:04:50",""
"02:05:00",""
"02:05:10",""
"02:05:20",""
"02:05:30",""
"02:05:40",""
"02:05:50",""
"02:06:00",""
"02:06:10",""
"02:06:20",""
"02:06:30",""
"02:06:40",""
"02:06:50",""
"02:07:00",""
"02:07:10",""
"02:07:20",""
"02:07:30",""
"02:07:40",""
"02:07:50",""
"02:08:00",""
"02:08:10",""
"02:08:20",""
"02:08:30",""
"02:08:40",""
"02:08:50",""
"02:09:00",""
"02:09:10",""
"02:09:20",""
"02:09:30",""
"02:09:40",""
"02:09:50",""
"02:10:00",""
"02:10:10",""
"02:10:20",""
"02:10:30",""
"02:10:40",""
"02:10:50",""
"02:11:00",""
"02:11:10",""
"02:11:20",""
"02:11:30",""
"02:11:40",""
"02:11:50",""
"02:12:00",""
"02:12:10",""
"02:12:20",""
"02:12:30",""
"02:12:40",""
"02:12:50",""
"02:13:00",""
"02:13:10",""
"02:13:20",""
"02:13:30",""
"02:13:40",""
"02:13:50",""
"02:14:00",""
"02:14:10",""
"02:14:20",""
"02:14:30",""
"02:14:40",""
"02:14:50",""
"02:15:00",""
"02:15:10",""
"02:15:20",""
"02:15:30",""
"02:15:40",""
"02:15:50",""
"02:16:00",""
"02:16:10",""
"02:16:20",""
"02:16:30",""
"02:16:40",""
"02:16:50",""
"02:17:00",""
"02:17:10",""
"02:17:20",""
"02:17:30",""
"02:17:40",""
"02:17:50",""
"02:18:00",""
"02:18:10",""
"02:18:20",""
"02:18:30",""
"02:18:40",""
"02:18:50",""
"02:19:00",""
"02:19:10",""
"02:19:20",""
"02:19:30",""
"02:19:40",""
"02:19:50",""
"02:20:00",""
"02:20:10",""
"02:20:20",""
"02:20:30",""
"02:20:40",""
"02:20:50",""
"02:21:00",""
"02:21:10",""
"02:21:20",""
"02:21:30",""
"02:21:40",""
"02:21:50",""
"02:22:00",""
"02:22:10",""
"02:22:20",""
"02:22:30",""
"02:22:40",""
"02:22:50",""
"02:23:00",""
"02:23:10",""
"02:23:20",""
"02:23:30",""
"02:23:40",""
"02:23:50",""
"02:24:00",""
"02:24:10",""
"02:24:20",""
"02:24:30",""
"02:24:40",""
"02:24:50",""
"02:25:00",""
"02:25:10",""
"02:25:20",""
"02:25:30",""
"02:25:40",""
"02:25:50",""
"02:26:00",""
"02:26:10",""
"02:26:20",""
"02:26:30",""
"02:26:40",""
"02:26:50",""
"02:27:00",""
"02:27:10",""
"02:27:20",""
"02:27:30",""
"02:27:40",""
"02:27:50",""
"02:28:00",""
"02:28:10",""
"02:28:20",""
"02:28:30",""
"02:28:40",""
"02:28:50",""
"02:29:00",""
"02:29:10",""
"02:29:20",""
"02:29:30",""
"02:29:40",""
"02:29:50",""
"02:30:00",""
"02:30:10",""
"02:30:20",""
"02:30:30",""
"02:30:40",""
"02:30:50",""
"02:31:00",""
"02:31:10",""
"02:31:20",""
"02:31:30",""
"02:31:40",""
"02:31:50",""
"02:32:00",""
"02:32:10",""
"02:32:20",""
"02:32:30",""
"02:32:40",""
"02:32:50",""
"02:33:00",""
"02:33:10",""
"02:33:20",""
"02:33:30",""
"02:33:40",""
"02:33:50",""
"02:34:00",""
"02:34:10",""
"02:34:20",""
"02:34:30",""
"02:34:40",""
"02:34:50",""
"02:35:00",""
"02:35:10",""
"02:35:20",""
"02:35:30",""
"02:35:40",""
"02:35:50",""
"02:36:00",""
"02:36:10",""
"02:36:20",""
"02:36:30",""
"02:36:40",""
"02:36:50",""
"02:37:00",""
"02:37:10",""
"02:37:20",""
"02:37:30",""
"02:37:40",""
"02:37:50",""
"02:38:00",""
"02:38:10",""
"02:38:20",""
"02:38:30",""
"02:38:40",""
"02:38:50",""
"02:39:00",""
"02:39:10",""
"02:39:20",""
"02:39:30",""
"02:39:40",""
"02:39:50",""
"02:40:00",""
"02:40:10",""
"02:40:20",""
"02:40:30",""
"02:40:40",""
"02:40:50",""
"02:41:00",""
"02:41:10",""
"02:41:20",""
"02:41:30",""
"02:41:40",""
"02:41:50",""
"02:42:00",""
"02:42:10",""
"02:42:20",""
"02:42:30",""
"02:42:40",""
"02:42:50",""
"02:43:00",""
"02:43:10",""
"02:43:20",""
"02:43:30",""
"02:43:40",""
"02:43:50",""
"02:44:00",""
"02:44:10",""
"02:44:20",""
"02:44:30",""
"02:44:40",""
"02:44:50",""
"02:45:00",""
"02:45:10",""
"02:45:20",""
"02:45:30",""
"02:45:40",""
"02:45:50",""
"02:46:00",""
"02:46:10",""
"02:46:20",""
"02:46:30",""
"02:46:40",""
"02:46:50",""
"02:47:00",""
"02:47:10",""
"02:47:20",""
"02:47:30",""
"02:47:40",""
"02:47:50",""
"02:48:00",""
"02:48:10",""
"02:48:20",""
"02:48:30",""
"02:48:40",""
"02:48:50",""
"02:49:00",""
"02:49:10",""
"02:49:20",""
"02:49:30",""
"02:49:40",""
"02:49:50",""
"02:50:00",""
"02:50:10",""
"02:50:20",""
"02:50:30",""
"02:50:40",""
"02:50:50",""
"02:51:00",""
"02:51:10",""
"02:51:20",""
"02:51:30",""
"02:51:40",""
"02:51:50",""
"02:52:00",""
"02:52:10",""
"02:52:20",""
"02:52:30",""
"02:52:40",""
"02:52:50",""
"02:53:00",""
"02:53:10",""
"02:53:20",""
"02:53:30",""
"02:53:40",""
"02:53:50",""
"02:54:00",""
"02:54:10",""
"02:54:20",""
"02:54:30",""
"02:54:40",""
"02:54:50",""
"02:55:00",""
"02:55:10",""
"02:55:20",""
"02:55:30",""
"02:55:40",""
"02:55:50",""
"02:56:00",""
"02:56:10",""
"02:56:20",""
"02:56:30",""
"02:56:40",""
"02:56:50",""
"02:57:00",""
"02:57:10",""
"02:57:20",""
"02:57:30",""
"02:57:40",""
"02:57:50",""
"02:58:00",""
"02:58:10",""
"02:58:20",""
"02:58:30",""
"02:58:40",""
"02:58:50",""
"02:59:00",""
"02:59:10",""
"02:59:20",""
"02:59:30",""
"02:59:40",""
"02:59:50",""
"03:00:00",""
"03:00:10",""
"03:00:20",""
"03:00:30",""
"03:00:40",""
"03:00:50",""
"03:01:00",""
"03:01:10",""
"03:01:20",""
"03:01:30",""
"03:01:40",""
"03:01:50",""
"03:02:00",""
"03:02:10",""
"03:02:20",""
"03:02:30",""
"03:02:40",""
"03:02:50",""
"03:03:00",""
"03:03:10",""
"03:03:20",""
"03:03:30",""
"03:03:40",""
"03:03:50",""
"03:04:00",""
"03:04:10",""
"03:04:20",""
"03:04:30",""
"03:04:40",""
"03:04:50",""
"03:05:00",""
"03:05:10",""
"03:05:20",""
"03:05:30",""
"03:05:40",""
"03:05:50",""
"03:06:00",""
"03:06:10",""
"03:06:20",""
"03:06:30",""
"03:06:40",""
"03:06:50",""
"03:07:00",""
"03:07:10",""
"03:07:20",""
"03:07:30",""
"03:07:40",""
"03:07:50",""
"03:08:00",""
"03:08:10",""
"03:08:20",""
"03:08:30",""
"03:08:40",""
"03:08:50",""
"03:09:00",""
"03:09:10",""
"03:09:20",""
"03:09:30",""
"03:09:40",""
"03:09:50",""
"03:10:00",""
"03:10:10",""
"03:10:20",""
"03:10:30",""
"03:10:40",""
"03:10:50",""
"03:11:00",""
"03:11:10",""
"03:11:20",""
"03:11:30",""
"03:11:40",""
"03:11:50",""
"03:12:00",""
"03:12:10",""
"03:12:20",""
"03:12:30",""
"03:12:40",""
"03:12:50",""
"03:13:00",""
"03:13:10",""
"03:13:20",""
"03:13:30",""
"03:13:40",""
"03:13:50",""
"03:14:00",""
"03:14:10",""
"03:14:20",""
"03:14:30",""
"03:14:40",""
"03:14:50",""
"03:15:00",""
"03:15:10",""
"03:15:20",""
"03:15:30",""
"03:15:40",""
"03:15:50",""
"03:16:00",""
"03:16:10",""
"03:16:20",""
"03:16:30",""
"03:16:40",""
"03:16:50",""
"03:17:00",""
"03:17:10",""
"03:17:20",""
"03:17:30",""
"03:17:40",""
"03:17:50",""
"03:18:00",""
"03:18:10",""
"03:18:20",""
"03:18:30",""
"03:18:40",""
"03:18:50",""
"03:19:00",""
"03:19:10",""
"03:19:20",""
"03:19:30",""
"03:19:40",""
"03:19:50",""
"03:20:00",""
"03:20:10",""
"03:20:20",""
"03:20:30",""
"03:20:40",""
"03:20:50",""
"03:21:00",""
"03:21:10",""
"03:21:20",""
"03:21:30",""
"03:21:40",""
"03:21:50",""
"03:22:00",""
"03:22:10",""
"03:22:20",""
"03:22:30",""
"03:22:40",""
"03:22:50",""
"03:23:00",""
"03:23:10",""
"03:23:20",""
"03:23:30",""
"03:23:40",""
"03:23:50",""
"03:24:00",""
"03:24:10",""
"03:24:20",""
"03:24:30",""
"03:24:40",""
"03:24:50",""
"03:25:00",""
"03:25:10",""
"03:25:20",""
"03:25:30",""
"03:25:40",""
"03:25:50",""
"03:26:00",""
"03:26:10",""
"03:26:20",""
"03:26:30",""
"03:26:40",""
"03:26:50",""
"03:27:00",""
"03:27:10",""
"03:27:20",""
"03:27:30",""
"03:27:40",""
"03:27:50",""
"03:28:00",""
"03:28:10",""
"03:28:20",""
"03:28:30",""
"03:28:40",""
"03:28:50",""
"03:29:00",""
"03:29:10",""
"03:29:20",""
"03:29:30",""
"03:29:40",""
"03:29:50",""
"03:30:00",""
"03:30:10",""
"03:30:20",""
"03:30:30",""
"03:30:40",""
"03:30:50",""
"03:31:00",""
"03:31:10",""
"03:31:20",""
"03:31:30",""
"03:31:40",""
"03:31:50",""
"03:32:00",""
"03:32:10",""
"03:32:20",""
"03:32:30",""
"03:32:40",""
"03:32:50",""
"03:33:00",""
"03:33:10",""
"03:33:20",""
"03:33:30",""
"03:33:40",""
"03:33:50",""
"03:34:00",""
"03:34:10",""
"03:34:20",""
"03:34:30",""
"03:34:40",""
"03:34:50",""
"03:35:00",""
"03:35:10",""
"03:35:20",""
"03:35:30",""
"03:35:40",""
"03:35:50",""
"03:36:00",""
"03:36:10",""
"03:36:20",""
"03:36:30",""
"03:36:40",""
"03:36:50",""
"03:37:00",""
"03:37:10",""
"03:37:20",""
"03:37:30",""
"03:37:40",""
"03:37:50",""
"03:38:00",""
"03:38:10",""
"03:38:20",""
"03:38:30",""
"03:38:40",""
"03:38:50",""
"03:39:00",""
"03:39:10",""
"03:39:20",""
"03:39:30",""
"03:39:40",""
"03:39:50",""
"03:40:00",""
"03:40:10",""
"03:40:20",""
"03:40:30",""
"03:40:40",""
"03:40:50",""
"03:41:00",""
"03:41:10",""
"03:41:20",""
"03:41:30",""
"03:41:40",""
"03:41:50",""
"03:42:00",""
